ma[MeV]	Fa[GeV]
160	74.72247311542019
165	94.19928376602026
170	113.41133528743717
175	130.8550053971996
180	151.23625778972132
185	169.8315144288366
190	184.61077131917833
195	198.9575062488323
200	213.77056975426493
205	230.15268690001994
210	247.6590592221145
215	266.0325065361657
220	286.2028747360881
225	316.8616136567892
230	333.04001926839527
235	345.4879074396281
240	381.5636749200413
245	398.0507427238922
250	420.3095163788989
255	453.0551980530469
260	483.42682836389497
