ma[GeV]	Fa[GeV]
0.1985 0.1
0.1985413290113452 241.9
0.2228525121555916 315.5
0.2431118314424635 326.21680248258514
0.2876823338735818 522.6663973421273
0.3403565640194488 314.9678965534334
0.3646677471636951 465.8135109988326
0.393030794165316 415.0460596103408
0.4416531604538087 586.3019277925275
0.6320907617504052 165.35042961653704
0.7050243111831442 45.426643995632894
0.7739059967585089 228.1617176372
0.806320907617504 264.75497320072225
0.86709886547812 423.1720005164284
0.8954619124797407 240.88169509110782
0.9076175040518639 201.2690913724963
1.012965964343598 63.076445966554395
1.0413290113452187 47.785345507903855
1.0899513776337115 22.47290916130369
1.126418152350081 11.76115236144105
1.1669367909238249 7.0706639115651075
1.2277147487844406 6.0352061215693364
1.2722852512155591 5.2508543140336865
1.3087520259319285 6.000557599407599
1.3735818476499189 6.157993353322982
1.4181523500810373 5.437900315755394
1.4951377633711505 3.7675984389388915
1.5235008103727714 3.507074927776088
1.5559157212317665 4.006761356036138
1.6045380875202593 5.219559492525331
1.6693679092382494 4.412405088330367
1.7098865478119931 3.825091344756321
1.7341977309562395 3.835200289803725
1.7990275526742296 2.9663818313415184
1.8476499189627225 2.01804717332274
1.9003241491085898 1.4444089713835238
1.9570502431118313 1.0627696314707973
1.9935170178282005 1.1535933045505709
2.0137763371150728 1.2885004702911542
2.046191247974068 1.4127702153842554
2.078606158833063 1.2161376480417245
2.1110210696920584 1.0351752502210845
2.1434359805510534 0.8943230225405173
2.1920583468395463 0.7896010858638026
2.252836304700162 0.7506300348958024
2.3014586709886546 0.7309993327880553
2.3217179902755265 0.7907389801769776
2.329821717990275 0.8275188018490035
2.358184764991896 0.7225355523826652
2.410858995137763 0.36348225105806514
2.439222042139384 0.39591949682399347
2.439 0.1
