ma[MeV]	cgg/Fa[TeV^-1]
0.009473147325630158 0.000021868821822891418
0.011058004895059776 0.000021731867326683678
0.013586441976146463 0.000021764397543847756
0.016519141132610656 0.00002163456811288777
0.020084877574143747 0.000021764397543847756
0.024420295457854065 0.000021721034729304228
0.029691534242488972 0.000021721034729304228
0.03610059539182843 0.000021591463967095704
0.04389308336177293 0.000021764397543847756
0.05336761751690237 0.00002175905591397872
0.06488727565470682 0.000021764397543847756
0.0788935076698228 0.000021677758309694598
0.09592305254993236 0.000021721034729304228
0.11662850698697741 0.000021591463967095704
0.14180333382250176 0.000021807846925799636
0.17241226868677254 0.00002163456811288777
0.2096282900578945 0.000021721034729304228
0.2548775694868409 0.00002163456811288777
0.30989412454577697 0.000021764397543847756
0.37678626887938754 0.000021591463967095704
0.45811740582089916 0.000021764397543847756
0.557004261700556 0.00002163456811288777
0.6772363232884345 0.000021764397543847756
0.823421056386469 0.00002163456811288777
1.0011604705553268 0.000021764397543847756
1.2172657961908226 0.00002163456811288777
1.4800185006846938 0.000021764397543847756
1.799487646185029 0.000021591463967095704
2.1879157505629045 0.000021721034729304228
2.660187938333324 0.000021677758309694598
3.234402360069596 0.000021721034729304228
3.9325637396048356 0.00002163456811288777
4.781426626748441 0.000021807846925799636
5.813520670176417 0.00002163456811288777
7.068397200429648 0.000021721034729304228
8.594144893876422 0.00002154844570087261
10.449232600065637 0.00002154844570087261
12.704749952269598 0.00002154844570087261
15.447131624640116 0.000021721034729304228
18.78146963343662 0.000022026398407438688
22.835540614480905 0.000022380645630975886
27.764702407912175 0.000022410422148788257
33.75784759442392 0.00002301434247606417
41.04464213106785 0.00002366598213201212
49.904326481576405 0.000024826293968334304
60.67641651319654 0.000026568109674780407
73.77371423381672 0.000029945326910380855
86.01900868009325 0.00003452915052333753
96.18299056944497 0.00004096919245788589
100.29683243078824 0.00004951498319007972
103.85912713077711 0.000063
