ma[MeV]	Fa[GeV]
5	0.12588427070001965
10	0.5335682735590912
15	1.2462295721736427
20	2.2800740758742184
25	3.6476023606921144
30	5.361311044672849
35	7.426686639116581
40	9.85410428474984
45	12.728064939835447
50	16.03605734854123
55	19.75004441537196
60	23.930346403711905
65	28.78362821463763
70	34.25306948119978
75	40.3185142230485
80	47.145610820392854
85	55.332209880425815
90	64.67001963587995
95	75.98802244526588
100	89.23933475959063
105	111.92412464021713
110	136.9655304752206
