ma[MeV]	Fa[GeV]
230.9943252225833	575.1542214689197
251.685893205718	583.8782665855117
269.95539998267844	527.2275122218321
287.7196262807754	452.1925927524695
304.12054888312286	435.20762312931305
320.0559278103157	481.8583625259315
334.83012480115923	382.9828408757546
348.30588231096925	293.27690706688463
