ma[MeV]	cgg/Fa[TeV^-1]
0.009473147325630139 0.004135434581810715
0.011058004895059776 0.004113583637464425
0.013586441976146463 0.004094778653177562
0.016519141132610656 0.004094778653177562
0.020084877574143747 0.004094778653177562
0.024420295457854065 0.004104967984578434
0.029691534242488972 0.0041090003829277995
0.03610059539182843 0.0041090003829277995
0.04389308336177293 0.0040889197437942405
0.05336761751690237 0.0040879162013901255
0.06488727565470676 0.00409678935408506
0.07889350766982271 0.004094778653177562
0.09592305254993225 0.004094778653177562
0.11662850698697728 0.004094778653177562
0.14180333382250163 0.004094778653177562
0.17241226868677234 0.004094778653177562
0.2096282900578943 0.004094778653177562
0.25487756948684065 0.004094778653177562
0.30989412454577664 0.004094778653177562
0.37678626887938715 0.004094778653177562
0.4581174058208987 0.004094778653177562
0.5570042617005554 0.004094778653177562
0.6772363232884339 0.004094778653177562
0.8234210563864681 0.004094778653177562
1.0011604705553259 0.004094778653177562
1.2172657961908213 0.004094778653177562
1.4800185006846922 0.004078478248545505
1.7994876461850273 0.004038010558478144
2.1879157505629023 0.004021936135026545
2.6601879383333213 0.003974095779050379
3.234402360069593 0.0039585591789596496
3.9325637396048316 0.0038813458554167973
4.781426626748437 0.0037851818195387414
5.904401281373846 0.003624394736182408
7.123261773298235 0.00336972134022016
8.594144893876422 0.0030664799032688594
10.449232600065637 0.0027699184309781326
12.704749952269598 0.0024428688782368126
15.447131624640116 0.0021118931074802843
18.78146963343662 0.0017719505918943237
22.835540614480905 0.001489695217220953
27.37978556891023 0.0012240034112189538
32.373213172607855 0.0010256162110384153
38.81544342683711 0.000828253985491089
51.13815827493132 0.0005594317974292543
57.18062868393383 0.00045366324494644446
75.86258024471081 0.00023956558048335083
88.4545941103343 0.00015250602654830376
98.90636408958372 0.00009724268427256666
100.29683243078824 0.00007951498319007972
103.85912713077711 0.000064
