ma[GeV]	1/Fa[GeV^-1]
0.15386	0.006371150607681719
0.15402	0.006409541888591056
0.15417	0.006445360972301174
0.15521000000000001	0.0066893765667722085
0.15536000000000003	0.006723986598296358
0.15624000000000002	0.0069244015887547205
0.15653	0.006989550694789756
0.15705000000000002	0.0071054079110630846
0.15742	0.00718718387983095
0.15758000000000003	0.007222398680008307
0.15802000000000002	0.007318849529318174
0.15818000000000002	0.00735380226151876
0.15862	0.007449678966186456
0.15891999999999998	0.0075149149411892656
0.15922	0.007580113900679423
0.15953	0.007647521254666137
0.16025	0.00780471008108964
0.16116999999999998	0.008008699466430702
0.16219999999999998	0.008246129343319858
0.16274000000000002	0.008377442212277073
0.16332	0.008514490036204027
0.16491	0.008783719361715254
0.16691	0.00906590248415263
0.16906000000000002	0.009333466643846768
0.17219	0.00962738773769883
0.17533	0.009888995629002657
0.17846	0.010109042532562168
0.18159	0.010272517441759721
0.18386000000000002	0.010328513680088117
0.18527000000000002	0.010327960445609342
0.18653999999999998	0.010317238066934582
0.18866	0.01032632791137
0.19178	0.0104006106468865
0.19491	0.01045647145282628
0.19804	0.010517198340888361
0.20118	0.010576677262001205
0.20346	0.010632749107722434
0.20447	0.010712937040963176
0.20532	0.010796246219797134
0.20703	0.010862095029353742
0.21005000000000001	0.010878256534539431
0.21317	0.010864673456597387
0.21631	0.010926007563653164
0.21943000000000001	0.010924422674726382
0.22254	0.010955305088265309
0.22569999999999998	0.011012844160585265
0.22883	0.011043069337550632
0.23208	0.0110807519581035
0.23519	0.011090582664274321
0.23683	0.011111431155268543
0.23964	0.011184819346341695
0.24275	0.011169433421972142
0.24444	0.011157321636948913
0.245	0.01110367651466203
0.24657	0.011057279533107948
0.24754	0.011073358641517476
0.25067	0.011195390439665488
0.25379	0.01126610611568922
0.25691	0.01132382759430135
0.25704000000000005	0.011263538515336643
0.25802	0.01123776664401542
