ma[GeV]	1/Fa[GeV-1]
0.15200000000000002	0.0006077205864279345
0.15150000000000002	0.0004960704266884304
0.15100000000000002	0.0004133274844381998
0.15050000000000002	0.00035143195321362097
0.15000000000000002	0.00030005944730365715
0.14950000000000002	0.0002576526511528648
0.14900000000000002	0.00022838510712219328
0.14850000000000002	0.00019924871658850114
0.14800000000000002	0.00018022410627720843
0.14750000000000002	0.00015907170454697441
0.14700000000000002	0.00014661764597203496
0.14650000000000002	0.00013331412382424441
0.14600000000000002	0.0001234666564071487
0.14550000000000002	0.00011481210039370126
0.14500000000000002	0.00010748727171629959
0.14450000000000002	0.0001019418874142507
0.14400000000000002	0.00009665007210946016
0.14350000000000002	0.00009313222511791659
0.14300000000000002	0.00008948504013244254
0.14250000000000002	0.00008706606778064347
0.14200000000000002	0.00008464341401488135
0.14150000000000001	0.00008282967600158781
0.14100000000000001	0.0000812765488499248
0.1405	0.00007993296116494677
0.14	0.00007887642096577795
0.1395	0.0000779612433539922
0.139	0.00007769782365666877
0.1385	0.0000774827039152562
0.138	0.00007686392503687253
0.1375	0.00007633998524296561
0.137	0.00007672761595042098
0.1365	0.00007839848862629682
0.136	0.00008466901031486779
