ma[GeV]	1/Fa[GeV^-1]
0.0023959358854554014	58.903941619846066
0.009407021412332718	38.58625407128475
0.016481162024422076	3.0745008450642306
0.02312047315782963	1.9155873917304849
0.03000985248419979	1.3903693342462506
0.0366516290270943	1.1492928976820949
0.04366451207887534	1.0567938291314258
0.0501805025618339	1.1182103620451653
0.057318107126550194	1.5674749623373172
0.06390203198148323	6.4627121408044506
0.07090887355952145	0.34385146684425527
0.0778726789604041	0.4424670128875633
0.08463417296727517	0.2131699431548819
0.09146622542057466	0.11656774102536759
0.09828692722623612	0.06731102529298409
0.1034467594164014	0.04485202807350519
0.1066291802965238	0.03455445263039705
0.10878682551628348	0.028873084691928317
0.11068103324791906	0.02450033658081878
0.11261850572700317	0.020527738660495804
0.11406683537319691	0.01784831880968879
0.11648814544837215	0.01402768967152675
0.11793647509456591	0.012001387519894716
0.11986227605269165	0.009578191368682489
0.12131060569888541	0.008000618663504495
0.12177428339513938	0.007400093634244096
0.12272604287692383	0.006403894546939191
0.12465502697712919	0.004757700255007085
0.1247	0.0015487421279580392
