ma[GeV]	1/Fa[GeV^-1]
0.15	0.00041474323107083203
0.15002592528472616	0.003267088254009924
0.1519050473770278	0.0037030458353206506
0.1537848407441898	0.004124664520652139
0.15535416948845723	0.0044789310142056725
0.15661213857668296	0.004768372466098815
0.15786977202747857	0.005048785995762388
0.15912740547827417	0.005322277122629565
0.16208470687538123	0.0057742208269605955
0.16257070987424754	0.005953244149119473
0.16475906591886652	0.0063132517410748115
0.16756593461977753	0.006709863863828843
0.17099409057973652	0.007142062598656613
0.17597217544049984	0.007654810371904378
0.182498663577385	0.008185167225299324
0.18932980065587499	0.008610271807400947
0.1962220915521948	0.008919198313914082
0.2029040360978418	0.00914892867122715
0.20979038044817683	0.00934074880765237
0.21629323970997896	0.009474097932654123
0.22279334064235523	0.009583940196240077
0.22986064442170054	0.009789580090204662
0.23518241561785008	0.009884142166305366
0.23919863712436543	0.009916794334128533
0.24259352022708155	0.009922291571132525
0.24536977879436225	0.009919491820026454
0.24783537135629033	0.009900931977648573
0.2499903874161805	0.009865027156668866
0.25066395038542555	0.009744053049540322
0.25274776078405775	0.009691106968972654
0.25308207731852117	0.009553557213572953
