ma[MeV]	cGG/Fa[TeV^-1]
9.715138534700069 0.000035991395042163534
10.216881382730817 0.00003571788854187873
10.730109753272467 0.00003556230139571282
11.574957965105659 0.00003474607189225251
12.4863278892933 0.00003396837328219029
13.415824177271483 0.00003313906036984985
14.243026981909564 0.00003226226083213324
15.061038981872647 0.00003147355224349358
15.926031418854736 0.00003070412504499054
16.95300663555137 0.000029645163172055804
17.95051307845961 0.000028920514546532837
18.95116209338011 0.000028015321809220123
20.04481840737717 0.000026792118597622517
21.15663020845298 0.000026202112231857167
22.41328247645138 0.00002497521473899557
23.731984331466986 0.000023964126212100426
25.014957155453573 0.00002314673741951878
26.430376421574017 0.0000219715325055291
27.948176124016406 0.000020864675449617383
29.553163807508284 0.000019895866961037152
31.416899780910487 0.000018737820575857162
33.176873263312594 0.00001769925274341141
35.03550498485065 0.000016862394885370817
37.393727653317185 0.000015633815520595794
39.541099888653456 0.000014824273783485245
41.70066297864229 0.00001394053871966989
44.28336902458322 0.000013178159370821675
46.62742865824127 0.000012339067669798633
49.4362709239391 0.00001160705037571023
52.27499885493462 0.00001081225397864152
55.719475871808825 0.000010036332281891985
59.390959885065726 0.000009349247119598156
62.63449273818835 0.000008698699417460164
66.40753081930849 0.000008141570593670232
70.22088902397508 0.000007638150163319756
74.25305396733144 0.000007089894072087062
79.04055441215871 0.000006592782380186893
83.80172777104553 0.000006119595373433477
89.08630894387102 0.000005680402208474308
94.45260936951519 0.000005272699911753392
100.4088407560813 0.0000048942870231862786
106.31575182268924 0.000004551070917819241
112.42061144424507 0.000004239434916319963
119.03397648564658 0.000003914231527602511
125.8690455616 0.000003633273280956787
130.09784479651972 0.0000034409274435876597
136.14657600497176 0.000003219020217536233
143.95555855103206 0.0000029999077705653063
152.46524619161048 0.000002827450492770563
162.2520732330494 0.000002607806043973643
171.5685138008975 0.000002403483870410816
182.14451392145438 0.0000021839339302824732
192.44882927839186 0.000001977382204503172
204.24021128266673 0.0000017443744329879885
211.10117202354922 0.0000016209773568702133
218.8238055563303 0.0000014346587172649676
225.90180637153526 0.000001261657434288085
234.14939535739282 0.0000010277239067235832
