ma[GeV]	1/Fa[GeV^-1]
0.12465502697712919	0.0001495406308942412
0.12272604287692383	0.0001190497067202985
0.12177428339513938	0.00009714769215192673
0.12131060569888541	0.00008053189160083661
0.11986227605269165	0.00006873173063501523
0.11793647509456591	0.00005361061774699376
0.11648814544837215	0.00004576487681787021
0.11406683537319691	0.00003704799118565708
0.11261850572700317	0.00003162895708099632
0.11068103324791906	0.000026792110138191956
0.10878682551628348	0.000023803069865467743
0.1066291802965238	0.000021646058760646264
0.1034467594164014	0.00001846423329833891
0.09828692722623612	0.000017271856364482007
0.09146622542057466	0.000016942427765154883
0.08463417296727517	0.00001801007534865236
0.0778726789604041	0.00001893295841794406
0.07090887355952145	0.00001929554193915054
0.06390203198148323	0.000019907431278544447
0.057318107126550194	0.000021192194834709272
0.0501805025618339	0.00002185191664067243
0.04366451207887534	0.000022329385865171767
0.0366516290270943	0.00002293339101918738
0.03000985248419979	0.00002373791628916402
0.02312047315782963	0.000024491783595053146
0.016481162024422076	0.00002493080913583065
0.009407021412332718	0.000025502622077751745
0.0023959358854554014	0.00002590825444999966
