ma[GeV]	1/Fa[GeV^-1]
0.25308207731852117	0.0001967258448421497
0.25274776078405775	0.0001757203726946246
0.25066395038542555	0.00015475954796817068
0.2499903874161805	0.0001372416121479035
0.24783537135629033	0.00012188775987156368
0.24536977879436225	0.00010851456480425293
0.24259352022708155	0.00009690989268422814
0.23919863712436543	0.00008543058432283557
0.23518241561785008	0.00007578821542191571
0.22986064442170054	0.00006848008378661771
0.22279334064235523	0.00006561794688258404
0.21629323970997896	0.00005916282048008489
0.20979038044817683	0.000054438119506396264
0.2029040360978418	0.00005168697984610371
0.1962220915521948	0.00004995694610383612
0.18932980065587499	0.00004954332621170483
0.182498663577385	0.00005194119679688628
0.17597217544049984	0.000056665962271343744
0.17099409057973652	0.00006298294534372671
0.16756593461977753	0.00007053449318634369
0.16475906591886652	0.00007850145677882852
0.16257070987424754	0.0000885372001295204
0.16208470687538123	0.0001024876319787019
0.15912740547827417	0.00011042661225745418
0.15786977202747857	0.00012445508088624192
0.15661213857668296	0.0001402994622796448
0.15535416948845723	0.00015859157321796035
0.1537848407441898	0.00018089028995776584
0.1519050473770278	0.0002069870802834792
0.15002592528472616	0.00023615280759007405
0.15	0.001
