1.200e-02 5.500e+00 1.000e-04 6.952e-11
1.560e-02 5.500e+00 1.000e-04 9.191e-11
1.920e-02 5.500e+00 1.000e-04 1.089e-10
2.280e-02 5.500e+00 1.000e-04 1.192e-10
2.640e-02 5.500e+00 1.000e-04 1.301e-10
3.000e-02 5.500e+00 1.000e-04 1.324e-10
3.360e-02 5.500e+00 1.000e-04 1.302e-10
3.720e-02 5.500e+00 1.000e-04 1.299e-10
4.080e-02 5.500e+00 1.000e-04 1.329e-10
4.440e-02 5.500e+00 1.000e-04 1.380e-10
4.800e-02 5.500e+00 1.000e-04 1.435e-10
5.160e-02 5.500e+00 1.000e-04 1.485e-10
5.520e-02 5.500e+00 1.000e-04 1.527e-10
5.880e-02 5.500e+00 1.000e-04 1.556e-10
6.240e-02 5.500e+00 1.000e-04 1.569e-10
6.600e-02 5.500e+00 1.000e-04 1.563e-10
6.960e-02 5.500e+00 1.000e-04 1.537e-10
7.320e-02 5.500e+00 1.000e-04 1.495e-10
7.680e-02 5.500e+00 1.000e-04 1.441e-10
8.040e-02 5.500e+00 1.000e-04 1.382e-10
8.400e-02 5.500e+00 1.000e-04 1.321e-10
8.760e-02 5.500e+00 1.000e-04 1.263e-10
9.120e-02 5.500e+00 1.000e-04 1.209e-10
9.480e-02 5.500e+00 1.000e-04 1.160e-10
9.840e-02 5.500e+00 1.000e-04 1.114e-10
1.020e-01 5.500e+00 1.000e-04 1.070e-10
1.056e-01 5.500e+00 1.000e-04 1.029e-10
1.092e-01 5.500e+00 1.000e-04 9.881e-11
1.128e-01 5.500e+00 1.000e-04 9.483e-11
1.164e-01 5.500e+00 1.000e-04 9.090e-11
1.200e-01 5.500e+00 1.000e-04 8.699e-11
1.200e-02 1.650e+01 1.000e-04 1.260e-10
1.560e-02 1.650e+01 1.000e-04 1.345e-10
1.920e-02 1.650e+01 1.000e-04 1.465e-10
2.280e-02 1.650e+01 1.000e-04 1.473e-10
2.640e-02 1.650e+01 1.000e-04 1.339e-10
