1.200e-02 5.500e+00 1.000e-04 6.989e-13
1.560e-02 5.500e+00 1.000e-04 9.947e-13
1.920e-02 5.500e+00 1.000e-04 1.214e-12
2.280e-02 5.500e+00 1.000e-04 1.614e-12
2.640e-02 5.500e+00 1.000e-04 1.897e-12
3.000e-02 5.500e+00 1.000e-04 2.113e-12
3.360e-02 5.500e+00 1.000e-04 2.496e-12
3.720e-02 5.500e+00 1.000e-04 3.201e-12
4.080e-02 5.500e+00 1.000e-04 3.964e-12
4.440e-02 5.500e+00 1.000e-04 4.734e-12
4.800e-02 5.500e+00 1.000e-04 5.684e-12
5.160e-02 5.500e+00 1.000e-04 7.000e-12
5.520e-02 5.500e+00 1.000e-04 8.810e-12
5.880e-02 5.500e+00 1.000e-04 1.113e-11
6.240e-02 5.500e+00 1.000e-04 1.394e-11
6.600e-02 5.500e+00 1.000e-04 1.718e-11
6.960e-02 5.500e+00 1.000e-04 2.068e-11
7.320e-02 5.500e+00 1.000e-04 2.426e-11
7.680e-02 5.500e+00 1.000e-04 2.778e-11
8.040e-02 5.500e+00 1.000e-04 3.114e-11
8.400e-02 5.500e+00 1.000e-04 3.430e-11
8.760e-02 5.500e+00 1.000e-04 3.722e-11
9.120e-02 5.500e+00 1.000e-04 3.987e-11
9.480e-02 5.500e+00 1.000e-04 4.226e-11
9.840e-02 5.500e+00 1.000e-04 4.439e-11
1.020e-01 5.500e+00 1.000e-04 4.625e-11
1.056e-01 5.500e+00 1.000e-04 4.781e-11
1.092e-01 5.500e+00 1.000e-04 4.907e-11
1.128e-01 5.500e+00 1.000e-04 5.001e-11
1.164e-01 5.500e+00 1.000e-04 5.064e-11
1.200e-01 5.500e+00 1.000e-04 5.098e-11
1.200e-02 1.650e+01 1.000e-04 1.006e-11
1.560e-02 1.650e+01 1.000e-04 1.362e-11
1.920e-02 1.650e+01 1.000e-04 1.827e-11
2.280e-02 1.650e+01 1.000e-04 2.268e-11
2.640e-02 1.650e+01 1.000e-04 2.865e-11
3.000e-02 1.650e+01 1.000e-04 3.534e-11
3.360e-02 1.650e+01 1.000e-04 4.206e-11
3.720e-02 1.650e+01 1.000e-04 4.822e-11
4.080e-02 1.650e+01 1.000e-04 5.306e-11
4.440e-02 1.650e+01 1.000e-04 5.641e-11
4.800e-02 1.650e+01 1.000e-04 5.833e-11
5.160e-02 1.650e+01 1.000e-04 5.876e-11
5.520e-02 1.650e+01 1.000e-04 5.783e-11
5.880e-02 1.650e+01 1.000e-04 5.583e-11
6.240e-02 1.650e+01 1.000e-04 5.307e-11
6.600e-02 1.650e+01 1.000e-04 4.978e-11
6.960e-02 1.650e+01 1.000e-04 4.616e-11
7.320e-02 1.650e+01 1.000e-04 4.235e-11
7.680e-02 1.650e+01 1.000e-04 3.848e-11
8.040e-02 1.650e+01 1.000e-04 3.468e-11
8.400e-02 1.650e+01 1.000e-04 3.102e-11
8.760e-02 1.650e+01 1.000e-04 2.757e-11
9.120e-02 1.650e+01 1.000e-04 2.437e-11
9.480e-02 1.650e+01 1.000e-04 2.144e-11
9.840e-02 1.650e+01 1.000e-04 1.879e-11
1.020e-01 1.650e+01 1.000e-04 1.639e-11
1.056e-01 1.650e+01 1.000e-04 1.424e-11
1.092e-01 1.650e+01 1.000e-04 1.232e-11
1.128e-01 1.650e+01 1.000e-04 1.062e-11
1.164e-01 1.650e+01 1.000e-04 9.116e-12
1.200e-01 1.650e+01 1.000e-04 7.798e-12
1.200e-02 2.750e+01 1.000e-04 1.704e-11
1.560e-02 2.750e+01 1.000e-04 2.325e-11
1.920e-02 2.750e+01 1.000e-04 3.033e-11
2.280e-02 2.750e+01 1.000e-04 3.709e-11
2.640e-02 2.750e+01 1.000e-04 4.221e-11
3.000e-02 2.750e+01 1.000e-04 4.521e-11
3.360e-02 2.750e+01 1.000e-04 4.621e-11
3.720e-02 2.750e+01 1.000e-04 4.467e-11
4.080e-02 2.750e+01 1.000e-04 4.150e-11
4.440e-02 2.750e+01 1.000e-04 3.757e-11
4.800e-02 2.750e+01 1.000e-04 3.330e-11
5.160e-02 2.750e+01 1.000e-04 2.885e-11
5.520e-02 2.750e+01 1.000e-04 2.447e-11
5.880e-02 2.750e+01 1.000e-04 2.041e-11
6.240e-02 2.750e+01 1.000e-04 1.682e-11
6.600e-02 2.750e+01 1.000e-04 1.372e-11
6.960e-02 2.750e+01 1.000e-04 1.108e-11
7.320e-02 2.750e+01 1.000e-04 8.879e-12
7.680e-02 2.750e+01 1.000e-04 7.068e-12
8.040e-02 2.750e+01 1.000e-04 5.594e-12
8.400e-02 2.750e+01 1.000e-04 4.403e-12
8.760e-02 2.750e+01 1.000e-04 3.446e-12
9.120e-02 2.750e+01 1.000e-04 2.680e-12
9.480e-02 2.750e+01 1.000e-04 2.073e-12
9.840e-02 2.750e+01 1.000e-04 1.596e-12
1.020e-01 2.750e+01 1.000e-04 1.223e-12
1.056e-01 2.750e+01 1.000e-04 9.339e-13
1.092e-01 2.750e+01 1.000e-04 7.111e-13
1.128e-01 2.750e+01 1.000e-04 5.406e-13
1.164e-01 2.750e+01 1.000e-04 4.108e-13
1.200e-01 2.750e+01 1.000e-04 3.123e-13
1.200e-02 3.850e+01 1.000e-04 2.030e-11
1.560e-02 3.850e+01 1.000e-04 2.666e-11
1.920e-02 3.850e+01 1.000e-04 3.174e-11
2.280e-02 3.850e+01 1.000e-04 3.447e-11
2.640e-02 3.850e+01 1.000e-04 3.446e-11
3.000e-02 3.850e+01 1.000e-04 3.186e-11
3.360e-02 3.850e+01 1.000e-04 2.803e-11
3.720e-02 3.850e+01 1.000e-04 2.365e-11
4.080e-02 3.850e+01 1.000e-04 1.920e-11
4.440e-02 3.850e+01 1.000e-04 1.518e-11
4.800e-02 3.850e+01 1.000e-04 1.180e-11
5.160e-02 3.850e+01 1.000e-04 9.019e-12
5.520e-02 3.850e+01 1.000e-04 6.784e-12
5.880e-02 3.850e+01 1.000e-04 5.031e-12
6.240e-02 3.850e+01 1.000e-04 3.687e-12
6.600e-02 3.850e+01 1.000e-04 2.675e-12
6.960e-02 3.850e+01 1.000e-04 1.926e-12
7.320e-02 3.850e+01 1.000e-04 1.380e-12
7.680e-02 3.850e+01 1.000e-04 9.846e-13
8.040e-02 3.850e+01 1.000e-04 6.998e-13
8.400e-02 3.850e+01 1.000e-04 4.957e-13
8.760e-02 3.850e+01 1.000e-04 3.510e-13
9.120e-02 3.850e+01 1.000e-04 2.496e-13
9.480e-02 3.850e+01 1.000e-04 1.784e-13
9.840e-02 3.850e+01 1.000e-04 1.280e-13
1.020e-01 3.850e+01 1.000e-04 9.158e-14
1.056e-01 3.850e+01 1.000e-04 6.506e-14
1.092e-01 3.850e+01 1.000e-04 4.570e-14
1.128e-01 3.850e+01 1.000e-04 3.167e-14
1.164e-01 3.850e+01 1.000e-04 2.159e-14
1.200e-01 3.850e+01 1.000e-04 1.444e-14
1.200e-02 4.950e+01 1.000e-04 2.003e-11
1.560e-02 4.950e+01 1.000e-04 2.447e-11
1.920e-02 4.950e+01 1.000e-04 2.595e-11
2.280e-02 4.950e+01 1.000e-04 2.443e-11
2.640e-02 4.950e+01 1.000e-04 2.123e-11
3.000e-02 4.950e+01 1.000e-04 1.721e-11
3.360e-02 4.950e+01 1.000e-04 1.340e-11
3.720e-02 4.950e+01 1.000e-04 9.999e-12
4.080e-02 4.950e+01 1.000e-04 7.124e-12
4.440e-02 4.950e+01 1.000e-04 4.978e-12
4.800e-02 4.950e+01 1.000e-04 3.452e-12
5.160e-02 4.950e+01 1.000e-04 2.362e-12
5.520e-02 4.950e+01 1.000e-04 1.591e-12
