3.0100e+00 2.1564e-07
2.9976e+00 1.9972e-07
2.9871e+00 1.7800e-07
2.9818e+00 1.5864e-07
2.9788e+00 1.4139e-07
2.9779e+00 1.2601e-07
2.9784e+00 1.1231e-07
2.9798e+00 1.0009e-07
2.9828e+00 8.9206e-08
2.9877e+00 7.9504e-08
2.9946e+00 7.0857e-08
3.0053e+00 6.3151e-08
3.0100e+00 6.0655e-08
1.0786e-02 1.0023e-01
1.0722e-02 9.9678e-02
1.0539e-02 9.0160e-02
1.0525e-02 8.9330e-02
1.0400e-02 7.9614e-02
1.0373e-02 7.0955e-02
1.0366e-02 6.3238e-02
1.0365e-02 5.6361e-02
1.0364e-02 5.0231e-02
1.0363e-02 4.4768e-02
1.0362e-02 3.9899e-02
1.0539e-02 3.5614e-02
1.0722e-02 3.5559e-02
1.0724e-02 3.5559e-02
1.0722e-02 3.5549e-02
1.0539e-02 3.1692e-02
1.0722e-02 2.8254e-02
1.0908e-02 2.9346e-02
1.0908e-02 2.8245e-02
1.0908e-02 2.8232e-02
1.0722e-02 2.8193e-02
1.0542e-02 2.5173e-02
1.0543e-02 2.2435e-02
1.0722e-02 2.0043e-02
1.0908e-02 2.0007e-02
1.0936e-02 1.9995e-02
1.0908e-02 1.9945e-02
1.0726e-02 1.7821e-02
1.0908e-02 1.5928e-02
1.1097e-02 1.5883e-02
1.1097e-02 1.5883e-02
1.1097e-02 1.4155e-02
1.1097e-02 1.2616e-02
1.1097e-02 1.2582e-02
1.0912e-02 1.1244e-02
1.0912e-02 1.0021e-02
1.1097e-02 8.9533e-03
1.1097e-02 8.9309e-03
1.1097e-02 7.9596e-03
1.1097e-02 7.9076e-03
1.0908e-02 7.7201e-03
1.0735e-02 7.0939e-03
1.0908e-02 6.5355e-03
1.0925e-02 6.3224e-03
1.1097e-02 5.6980e-03
1.1097e-02 5.6348e-03
1.1097e-02 5.0219e-03
1.1097e-02 4.4757e-03
1.1097e-02 3.9890e-03
1.1097e-02 3.5551e-03
1.1097e-02 3.1685e-03
1.1097e-02 2.8239e-03
1.1097e-02 2.5167e-03
1.1097e-02 2.2446e-03
1.1096e-02 2.2430e-03
1.1097e-02 2.2415e-03
1.1098e-02 1.9991e-03
1.1098e-02 1.7817e-03
1.1097e-02 1.7714e-03
1.0918e-02 1.5879e-03
1.1097e-02 1.4244e-03
1.1101e-02 1.4152e-03
1.1102e-02 1.2613e-03
1.1103e-02 1.1241e-03
1.1108e-02 1.0018e-03
1.1115e-02 8.9288e-04
1.1124e-02 7.9577e-04
1.1145e-02 7.0923e-04
1.1176e-02 6.3209e-04
1.1222e-02 5.6335e-04
1.1285e-02 5.0208e-04
1.1290e-02 4.9795e-04
1.1394e-02 4.4747e-04
1.1485e-02 4.2003e-04
