1.0000e-02 2.6939e-04
1.0096e-02 2.6663e-04
1.0193e-02 2.6328e-04
1.0290e-02 2.5988e-04
1.0389e-02 2.5706e-04
1.0488e-02 2.5519e-04
1.0589e-02 2.5419e-04
1.0635e-02 2.5162e-04
1.0690e-02 2.4404e-04
1.0793e-02 2.3271e-04
1.0896e-02 2.2523e-04
1.0910e-02 2.2425e-04
1.1000e-02 2.1760e-04
1.1106e-02 2.1056e-04
1.1212e-02 2.0523e-04
1.1319e-02 2.0491e-04
1.1428e-02 2.0464e-04
1.1537e-02 2.0442e-04
1.1648e-02 2.0477e-04
1.1759e-02 2.0532e-04
1.1872e-02 2.0560e-04
1.1937e-02 1.9986e-04
1.1986e-02 1.9617e-04
1.2101e-02 1.8788e-04
1.2217e-02 1.8039e-04
1.2252e-02 1.7813e-04
1.2334e-02 1.7242e-04
1.2452e-02 1.6560e-04
1.2571e-02 1.5991e-04
1.2607e-02 1.5875e-04
1.2691e-02 1.5569e-04
1.2813e-02 1.5167e-04
1.2936e-02 1.4804e-04
1.3060e-02 1.4479e-04
1.3185e-02 1.4165e-04
1.3191e-02 1.4149e-04
1.3311e-02 1.3770e-04
1.3439e-02 1.3584e-04
1.3567e-02 1.3402e-04
1.3697e-02 1.3243e-04
1.3829e-02 1.3093e-04
1.3961e-02 1.2950e-04
1.4095e-02 1.2800e-04
1.4180e-02 1.2610e-04
1.4230e-02 1.2472e-04
1.4366e-02 1.2116e-04
1.4504e-02 1.1788e-04
1.4643e-02 1.1473e-04
1.4755e-02 1.1238e-04
1.4783e-02 1.1177e-04
1.4925e-02 1.0912e-04
1.5068e-02 1.0709e-04
1.5212e-02 1.0493e-04
1.5358e-02 1.0259e-04
1.5492e-02 1.0016e-04
1.5505e-02 9.9892e-05
1.5653e-02 9.6899e-05
1.5803e-02 9.4111e-05
1.5955e-02 9.2606e-05
1.6107e-02 9.1305e-05
1.6262e-02 8.9980e-05
1.6343e-02 8.9268e-05
1.6417e-02 8.8503e-05
1.6575e-02 8.6936e-05
1.6734e-02 8.5438e-05
1.6894e-02 8.3784e-05
1.7056e-02 8.2187e-05
1.7219e-02 8.0621e-05
1.7331e-02 7.9559e-05
1.7384e-02 7.8945e-05
1.7550e-02 7.7079e-05
