0.06	0.5	0.0001	132.371
0.062	0.5	0.0001	140.276
0.064	0.5	0.0001	139.677
0.066	0.5	0.0001	146.816
0.068	0.5	0.0001	152.336
0.07	0.5	0.0001	155.578
0.072	0.5	0.0001	156.846
0.074	0.5	0.0001	159.754
0.076	0.5	0.0001	166.262
0.078	0.5	0.0001	167.889
0.08	0.5	0.0001	171.593
0.082	0.5	0.0001	177.742
0.084	0.5	0.0001	179.489
0.086	0.5	0.0001	181.724
0.088	0.5	0.0001	187.672
0.09	0.5	0.0001	188.576
0.092	0.5	0.0001	186.417
0.094	0.5	0.0001	193.316
0.096	0.5	0.0001	195.828
0.098	0.5	0.0001	201.746
0.1	0.5	0.0001	199.19
0.102	0.5	0.0001	201.809
0.104	0.5	0.0001	203.187
0.106	0.5	0.0001	207.24
0.108	0.5	0.0001	207.182
0.11	0.5	0.0001	208.313
0.112	0.5	0.0001	211.39
0.114	0.5	0.0001	210.025
0.116	0.5	0.0001	210.115
0.118	0.5	0.0001	210.467
0.12	0.5	0.0001	207.693
0.06	1.5	0.0001	123.543
0.062	1.5	0.0001	123.027
0.064	1.5	0.0001	127.969
0.066	1.5	0.0001	129.464
0.068	1.5	0.0001	113.909
0.07	1.5	0.0001	129.218
0.072	1.5	0.0001	129.297
0.074	1.5	0.0001	130.99
0.076	1.5	0.0001	129.63
0.078	1.5	0.0001	131.013
0.08	1.5	0.0001	130.896
0.082	1.5	0.0001	129.192
0.084	1.5	0.0001	133.663
0.086	1.5	0.0001	131.435
0.088	1.5	0.0001	130.798
0.09	1.5	0.0001	131.395
0.092	1.5	0.0001	133.378
0.094	1.5	0.0001	131.752
0.096	1.5	0.0001	129.132
0.098	1.5	0.0001	129.772
0.1	1.5	0.0001	128.125
0.102	1.5	0.0001	129.906
0.104	1.5	0.0001	130.221
0.106	1.5	0.0001	128.692
0.108	1.5	0.0001	126.487
0.11	1.5	0.0001	125.232
0.112	1.5	0.0001	126.223
0.114	1.5	0.0001	123.17
0.116	1.5	0.0001	124.404
0.118	1.5	0.0001	124.762
0.12	1.5	0.0001	121.368
0.06	2.5	0.0001	83.9013
0.062	2.5	0.0001	85.1788
0.064	2.5	0.0001	84.8986
0.066	2.5	0.0001	85.7032
0.068	2.5	0.0001	83.216
0.07	2.5	0.0001	82.4522
0.072	2.5	0.0001	82.0949
0.074	2.5	0.0001	81.4731
0.076	2.5	0.0001	80.6943
0.078	2.5	0.0001	80.7677
0.08	2.5	0.0001	79.5944
0.082	2.5	0.0001	79.768
0.084	2.5	0.0001	78.5651
0.086	2.5	0.0001	77.2751
0.088	2.5	0.0001	76.427
0.09	2.5	0.0001	78.5367
0.092	2.5	0.0001	75.6762
0.094	2.5	0.0001	74.0725
0.096	2.5	0.0001	73.7185
0.098	2.5	0.0001	72.3428
0.1	2.5	0.0001	72.0968
0.102	2.5	0.0001	71.8919
0.104	2.5	0.0001	70.1951
0.106	2.5	0.0001	69.5023
0.108	2.5	0.0001	68.925
0.11	2.5	0.0001	68.51
0.112	2.5	0.0001	65.379
0.114	2.5	0.0001	66.5129
0.116	2.5	0.0001	64.9836
0.118	2.5	0.0001	63.6872
0.12	2.5	0.0001	63.3233
0.06	3.5	0.0001	57.1933
0.062	3.5	0.0001	55.5867
0.064	3.5	0.0001	55.7832
0.066	3.5	0.0001	54.1539
0.068	3.5	0.0001	52.8138
0.07	3.5	0.0001	54.1994
0.072	3.5	0.0001	53.668
0.074	3.5	0.0001	52.9516
0.076	3.5	0.0001	51.9125
0.078	3.5	0.0001	51.9756
0.08	3.5	0.0001	48.4908
0.082	3.5	0.0001	49.746
0.084	3.5	0.0001	48.8006
0.086	3.5	0.0001	48.3676
0.088	3.5	0.0001	47.3112
0.09	3.5	0.0001	46.1387
0.092	3.5	0.0001	44.6521
0.094	3.5	0.0001	44.0232
0.096	3.5	0.0001	44.079
0.098	3.5	0.0001	42.0651
0.1	3.5	0.0001	41.0372
0.102	3.5	0.0001	40.8078
0.104	3.5	0.0001	40.2354
0.106	3.5	0.0001	39.8197
0.108	3.5	0.0001	38.3216
0.11	3.5	0.0001	38.168
0.112	3.5	0.0001	37.1714
0.114	3.5	0.0001	35.8886
0.116	3.5	0.0001	36.0074
0.118	3.5	0.0001	33.8201
0.12	3.5	0.0001	33.1506
0.06	4.5	0.0001	37.5152
0.062	4.5	0.0001	38.0628
0.064	4.5	0.0001	35.7181
0.066	4.5	0.0001	36.0354
0.068	4.5	0.0001	34.965
0.07	4.5	0.0001	34.1201
0.072	4.5	0.0001	33.4428
